NOMBRE;APELLIDOS;LEGISLATURA;FECHAINICIOLEGISLATURA;FECHAFINLEGISLATURA;LEGISLATURAACTUAL
José Antonio de;Miguel Nieto;Leg. IV;21/11/1989;29/06/1993;N
María Aránzazu;Miguélez Pariente;Leg. X;13/12/2011;13/01/2016;N
Manuel;Milián Mestre;Leg. IV;21/11/1989;29/06/1993;N
Manuel;Milián Mestre;Leg. V;29/06/1993;27/03/1996;N
Manuel;Milián Mestre;Leg. VI;27/03/1996;05/04/2000;N
Miguel Ángel;Millán Carrascosa;Leg. VIII;02/04/2004;01/04/2008;N
María Virginia;Millán Salmerón;Leg. XI;13/01/2016;19/07/2016;N
María Virginia;Millán Salmerón;Leg. XII;19/07/2016;21/05/2019;N
María Virginia;Millán Salmerón;Leg. XIII;21/05/2019;03/12/2019;N
Jesús Vicente;Mingo Benítez;Leg. V;29/06/1993;27/03/1996;N
Mario;Mingo Zapatero;Leg. VI;27/03/1996;05/04/2000;N
Mario;Mingo Zapatero;Leg. VII;05/04/2000;02/04/2004;N
Mario;Mingo Zapatero;Leg. VIII;02/04/2004;01/04/2008;N
Mario;Mingo Zapatero;Leg. IX;01/04/2008;13/12/2011;N
Mario;Mingo Zapatero;Leg. X;13/12/2011;13/01/2016;N
Montse;Mínguez García;Leg. XIII;21/05/2019;03/12/2019;N
Montse;Mínguez García;Leg. XIV;03/12/2019;17/08/2023;N
Montse;Mínguez García;Leg. XV;17/08/2023;;S
José;Miñones Conde;Leg. XV;17/08/2023;;S
Sergi;Miquel i Valentí;Leg. XII;19/07/2016;21/05/2019;N
Sergi;Miquel i Valentí;Leg. XIII;21/05/2019;03/12/2019;N
Sergi;Miquel i Valentí;Leg. XIV;03/12/2019;17/08/2023;N
Mònica;Miquel Serdá;Leg. VII;05/04/2000;02/04/2004;N
Gregorio;Mir Mayol;Leg. II;18/11/1982;15/07/1986;N
María del Carme;Miralles i Guasch;Leg. VII;05/04/2000;02/04/2004;N
Onofre;Miralles Martín;Leg. XIV;03/12/2019;17/08/2023;N
José Antonio;Mirón Canelo;Leg. XIII;21/05/2019;03/12/2019;N
Josep Ramón;Modol i Pifarré;Leg. IV;21/11/1989;29/06/1993;N
Anastasio Fernando;Modrego Vitoria;Leg. II;18/11/1982;15/07/1986;N
José María;Mohedano Fuertes;Leg. IV;21/11/1989;29/06/1993;N
José María;Mohedano Fuertes;Leg. V;29/06/1993;27/03/1996;N
Francisco Javier;Moldes Fontán;Leg. III;15/07/1986;21/11/1989;N
Juan;Molina Cabrera;Leg. II;18/11/1982;15/07/1986;N
Álvaro;Molina Fernández-Miranda;Leg. III;15/07/1986;21/11/1989;N
José Manuel;Molina García;Leg. IV;21/11/1989;29/06/1993;N
Ainhoa;Molina León;Leg. XV;17/08/2023;;S
César Antonio;Molina Sánchez;Leg. IX;01/04/2008;13/12/2011;N
Ramón Luis;Molinary Malo;Leg. XI;13/01/2016;19/07/2016;N
Francisco;Molinero Hoyos;Leg. X;13/12/2011;13/01/2016;N
Francisco;Molinero Hoyos;Leg. XI;13/01/2016;19/07/2016;N
Francisco;Molinero Hoyos;Leg. XII;19/07/2016;21/05/2019;N
Joaquím;Molins i Amat;Leg. I;23/03/1979;18/11/1982;N
Joaquím;Molins i Amat;Leg. II;18/11/1982;15/07/1986;N
Joaquím;Molins i Amat;Leg. V;29/06/1993;27/03/1996;N
Joaquím;Molins i Amat;Leg. VI;27/03/1996;05/04/2000;N
Mercedes;Moll de Miguel;Leg. Const.;14/07/1977;23/03/1979;N
María Sandra;Moneo Díez;Leg. VI;27/03/1996;05/04/2000;N
María Sandra;Moneo Díez;Leg. VII;05/04/2000;02/04/2004;N
María Sandra;Moneo Díez;Leg. VIII;02/04/2004;01/04/2008;N
María Sandra;Moneo Díez;Leg. IX;01/04/2008;13/12/2011;N
María Sandra;Moneo Díez;Leg. X;13/12/2011;13/01/2016;N
María Sandra;Moneo Díez;Leg. XI;13/01/2016;19/07/2016;N
María Sandra;Moneo Díez;Leg. XII;19/07/2016;21/05/2019;N
María Sandra;Moneo Díez;Leg. XIII;21/05/2019;03/12/2019;N
María Sandra;Moneo Díez;Leg. XIV;03/12/2019;17/08/2023;N
María Sandra;Moneo Díez;Leg. XV;17/08/2023;;S
Manuel;Monereo Pérez;Leg. XII;19/07/2016;21/05/2019;N
Andoni;Monforte Arregui;Leg. Const.;14/07/1977;23/03/1979;N
Andoni;Monforte Arregui;Leg. I;23/03/1979;18/11/1982;N
Andoni;Monforte Arregui;Leg. II;18/11/1982;15/07/1986;N
Isaías;Monforte Francia;Leg. II;18/11/1982;15/07/1986;N
Enrique;Monsonís Domingo;Leg. Const.;14/07/1977;23/03/1979;N
Enrique;Monsonís Domingo;Leg. I;23/03/1979;18/11/1982;N
Josu;Montalbán Goicoechea;Leg. IX;01/04/2008;13/12/2011;N
Vicente;Montávez Aguillaume;Leg. XV;17/08/2023;;S
Águeda;Montelongo González;Leg. VII;05/04/2000;02/04/2004;N
Fernando;Monter González;Leg. III;15/07/1986;21/11/1989;N
María Jesús;Montero Cuadrado;Leg. XIII;21/05/2019;03/12/2019;N
María Jesús;Montero Cuadrado;Leg. XIV;03/12/2019;17/08/2023;N
María Jesús;Montero Cuadrado;Leg. XV;17/08/2023;;S
Irene María;Montero Gil;Leg. XI;13/01/2016;19/07/2016;N
Irene María;Montero Gil;Leg. XII;19/07/2016;21/05/2019;N
Irene María;Montero Gil;Leg. XIII;21/05/2019;03/12/2019;N
Irene María;Montero Gil;Leg. XIV;03/12/2019;17/08/2023;N
Alberto;Montero Soler;Leg. XI;13/01/2016;19/07/2016;N
Alberto;Montero Soler;Leg. XII;19/07/2016;21/05/2019;N
María del Carmen;Montes Contreras;Leg. VI;27/03/1996;05/04/2000;N
Paulino;Montesdeoca Sánchez;Leg. II;18/11/1982;15/07/1986;N
Paulino;Montesdeoca Sánchez;Leg. III;15/07/1986;21/11/1989;N
Paulino;Montesdeoca Sánchez;Leg. IV;21/11/1989;29/06/1993;N
María Virtudes;Monteserín Rodríguez;Leg. VIII;02/04/2004;01/04/2008;N
María Virtudes;Monteserín Rodríguez;Leg. IX;01/04/2008;13/12/2011;N
María Virtudes;Monteserín Rodríguez;Leg. X;13/12/2011;13/01/2016;N
Pablo;Montesinos Aguayo;Leg. XIII;21/05/2019;03/12/2019;N
Pablo;Montesinos Aguayo;Leg. XIV;03/12/2019;17/08/2023;N
Macarena;Montesinos de Miguel;Leg. VIII;02/04/2004;01/04/2008;N
Macarena;Montesinos de Miguel;Leg. IX;01/04/2008;13/12/2011;N
Macarena;Montesinos de Miguel;Leg. X;13/12/2011;13/01/2016;N
Macarena;Montesinos de Miguel;Leg. XIII;21/05/2019;03/12/2019;N
Macarena;Montesinos de Miguel;Leg. XIV;03/12/2019;17/08/2023;N
Macarena;Montesinos de Miguel;Leg. XV;17/08/2023;;S
Juan Antonio;Montesinos García;Leg. II;18/11/1982;15/07/1986;N
Juan Antonio;Montesinos García;Leg. III;15/07/1986;21/11/1989;N
Juan Antonio;Montesinos García;Leg. IV;21/11/1989;29/06/1993;N
José;Montilla Aguilera;Leg. VIII;02/04/2004;01/04/2008;N
José Antonio;Montilla Martos;Leg. XIII;21/05/2019;03/12/2019;N
José Antonio;Montilla Martos;Leg. XIV;03/12/2019;17/08/2023;N
Carmen;Montón Giménez;Leg. VIII;02/04/2004;01/04/2008;N
Carmen;Montón Giménez;Leg. IX;01/04/2008;13/12/2011;N
Carmen;Montón Giménez;Leg. X;13/12/2011;13/01/2016;N
Cristóbal Ricardo;Montoro Romero;Leg. V;29/06/1993;27/03/1996;N
Cristóbal Ricardo;Montoro Romero;Leg. VI;27/03/1996;05/04/2000;N
Cristóbal Ricardo;Montoro Romero;Leg. VII;05/04/2000;02/04/2004;N
Cristóbal Ricardo;Montoro Romero;Leg. VIII;02/04/2004;01/04/2008;N
Cristóbal Ricardo;Montoro Romero;Leg. IX;01/04/2008;13/12/2011;N
Cristóbal Ricardo;Montoro Romero;Leg. X;13/12/2011;13/01/2016;N
Cristóbal Ricardo;Montoro Romero;Leg. XI;13/01/2016;19/07/2016;N
Cristóbal Ricardo;Montoro Romero;Leg. XII;19/07/2016;21/05/2019;N
María Reyes;Montseny Masip;Leg. V;29/06/1993;27/03/1996;N
María Reyes;Montseny Masip;Leg. VI;27/03/1996;05/04/2000;N
María Reyes;Montseny Masip;Leg. VII;05/04/2000;02/04/2004;N
Dolors;Montserrat Montserrat;Leg. IX;01/04/2008;13/12/2011;N
Dolors;Montserrat Montserrat;Leg. X;13/12/2011;13/01/2016;N
Dolors;Montserrat Montserrat;Leg. XI;13/01/2016;19/07/2016;N
Dolors;Montserrat Montserrat;Leg. XII;19/07/2016;21/05/2019;N
Antonio;Montserrat Solé;Leg. I;23/03/1979;18/11/1982;N
María Soledad;Monzón Cabrera;Leg. VII;05/04/2000;02/04/2004;N
Paula;Monzón Suárez;Leg. V;29/06/1993;27/03/1996;N
Telesforo de;Monzón y Ortiz de Urruela;Leg. I;23/03/1979;18/11/1982;N
Manuel;Mora Bernat;Leg. X;13/12/2011;13/01/2016;N
María José;Mora Devis;Leg. VI;27/03/1996;05/04/2000;N
Rita;Moraga Ferrándiz;Leg. IV;21/11/1989;29/06/1993;N
Jorge;Moragas Sánchez;Leg. VIII;02/04/2004;01/04/2008;N
Jorge;Moragas Sánchez;Leg. IX;01/04/2008;13/12/2011;N
Jorge;Moragas Sánchez;Leg. X;13/12/2011;13/01/2016;N
Jorge;Moragas Sánchez;Leg. XI;13/01/2016;19/07/2016;N
Jorge;Moragas Sánchez;Leg. XII;19/07/2016;21/05/2019;N
Alberto;Moragues Gomila;Leg. V;29/06/1993;27/03/1996;N
Alberto;Moragues Gomila;Leg. VI;27/03/1996;05/04/2000;N
Alberto;Moragues Gomila;Leg. VII;05/04/2000;02/04/2004;N
Sixte;Moral Reixach;Leg. IX;01/04/2008;13/12/2011;N
Fernando;Moraleda Quílez;Leg. IX;01/04/2008;13/12/2011;N
Tristana María;Moraleja Gómez;Leg. X;13/12/2011;13/01/2016;N
Tristana María;Moraleja Gómez;Leg. XII;19/07/2016;21/05/2019;N
Tristana María;Moraleja Gómez;Leg. XIII;21/05/2019;03/12/2019;N
Tristana María;Moraleja Gómez;Leg. XIV;03/12/2019;17/08/2023;N
Tristana María;Moraleja Gómez;Leg. XV;17/08/2023;;S
Álvaro;Morales Álvarez;Leg. XV;17/08/2023;;S
Pedro;Morales Moya;Leg. Const.;14/07/1977;23/03/1979;N
Hugo Alfonso;Morán Fernández;Leg. IX;01/04/2008;13/12/2011;N
Fernando;Morán López;Leg. II;18/11/1982;15/07/1986;N
Juan;Morano Masa;Leg. IV;21/11/1989;29/06/1993;N
Juan;Morano Masa;Leg. V;29/06/1993;27/03/1996;N
Juan;Morano Masa;Leg. VI;27/03/1996;05/04/2000;N
Juan;Morano Masa;Leg. VII;05/04/2000;02/04/2004;N
Juan;Morano Masa;Leg. VIII;02/04/2004;01/04/2008;N
Juan;Morano Masa;Leg. IX;01/04/2008;13/12/2011;N
Diana;Morant Ripoll;Leg. XV;17/08/2023;;S
José Enrique;Moratalla Molina;Leg. VI;27/03/1996;05/04/2000;N
Miguel Ángel;Moratinos Cuyaubé;Leg. VIII;02/04/2004;01/04/2008;N
Miguel Ángel;Moratinos Cuyaubé;Leg. IX;01/04/2008;13/12/2011;N
Dolores Blanca;Morenas Aydillo;Leg. Const.;14/07/1977;23/03/1979;N
Dolores Blanca;Morenas Aydillo;Leg. I;23/03/1979;18/11/1982;N
Juan Manuel;Moreno Bonilla;Leg. VII;05/04/2000;02/04/2004;N
Juan Manuel;Moreno Bonilla;Leg. VIII;02/04/2004;01/04/2008;N
Juan Manuel;Moreno Bonilla;Leg. IX;01/04/2008;13/12/2011;N
Juan Manuel;Moreno Bonilla;Leg. X;13/12/2011;13/01/2016;N
Cristina;Moreno Borrás;Leg. XV;17/08/2023;;S
Ramón;Moreno Bustos;Leg. VI;27/03/1996;05/04/2000;N
Ramón;Moreno Bustos;Leg. VII;05/04/2000;02/04/2004;N
Ramón;Moreno Bustos;Leg. VIII;02/04/2004;01/04/2008;N
Ramón;Moreno Bustos;Leg. IX;01/04/2008;13/12/2011;N
Ramón;Moreno Bustos;Leg. X;13/12/2011;13/01/2016;N
Ramón;Moreno Bustos;Leg. XI;13/01/2016;19/07/2016;N
Ramón;Moreno Bustos;Leg. XII;19/07/2016;21/05/2019;N
Diego;Moreno Castrillo;Leg. IX;01/04/2008;13/12/2011;N
Alfonso;Moreno del Cuvillo;Leg. V;29/06/1993;27/03/1996;N
Eduardo;Moreno Díez;Leg. Const.;14/07/1977;23/03/1979;N
Eduardo;Moreno Díez;Leg. I;23/03/1979;18/11/1982;N
Irene;Moreno Felipe;Leg. X;13/12/2011;13/01/2016;N
Mª Isabel;Moreno Fernández;Leg. XV;17/08/2023;;S
Francisco;Moreno Franco;Leg. VI;27/03/1996;05/04/2000;N
José Luis;Moreno García;Leg. Const.;14/07/1977;23/03/1979;N
José Luis;Moreno García;Leg. I;23/03/1979;18/11/1982;N
Francisco;Moreno Gómez;Leg. III;15/07/1986;21/11/1989;N
Elena María;Moreno González;Leg. Const.;14/07/1977;23/03/1979;N
Elena María;Moreno González;Leg. I;23/03/1979;18/11/1982;N
María del Carmen;Moreno González;Leg. V;29/06/1993;27/03/1996;N
Joaquín;Moreno Latorre;Leg. XIII;21/05/2019;03/12/2019;N
Sergio;Moreno Monrove;Leg. III;15/07/1986;21/11/1989;N
Sergio;Moreno Monrove;Leg. V;29/06/1993;27/03/1996;N
Sergio;Moreno Monrove;Leg. VI;27/03/1996;05/04/2000;N
Antonio;Moreno Olmedo;Leg. IV;21/11/1989;29/06/1993;N
Rubén;Moreno Palanques;Leg. X;13/12/2011;13/01/2016;N
Rubén;Moreno Palanques;Leg. XI;13/01/2016;19/07/2016;N
Rubén;Moreno Palanques;Leg. XII;19/07/2016;21/05/2019;N
Nazaria;Moreno Sirodey;Leg. VII;05/04/2000;02/04/2004;N
Marcelino;Moreta Amat;Leg. Const.;14/07/1977;23/03/1979;N
Marcelino;Moreta Amat;Leg. I;23/03/1979;18/11/1982;N
Antonio;Morillo Crespo;Leg. I;23/03/1979;18/11/1982;N
Pau;Morlà Florit;Leg. XIII;21/05/2019;03/12/2019;N
Víctor;Morlán Gracia;Leg. III;15/07/1986;21/11/1989;N
Víctor;Morlán Gracia;Leg. IV;21/11/1989;29/06/1993;N
Víctor;Morlán Gracia;Leg. V;29/06/1993;27/03/1996;N
Víctor;Morlán Gracia;Leg. VI;27/03/1996;05/04/2000;N
Víctor;Morlán Gracia;Leg. VII;05/04/2000;02/04/2004;N
Víctor;Morlán Gracia;Leg. VIII;02/04/2004;01/04/2008;N
Víctor;Morlán Gracia;Leg. IX;01/04/2008;13/12/2011;N
Víctor;Morlán Gracia;Leg. X;13/12/2011;13/01/2016;N
María Jesús;Moro Almaraz;Leg. X;13/12/2011;13/01/2016;N
María Jesús;Moro Almaraz;Leg. XI;13/01/2016;19/07/2016;N
María Jesús;Moro Almaraz;Leg. XII;19/07/2016;21/05/2019;N
María Jesús;Moro Almaraz;Leg. XIII;21/05/2019;03/12/2019;N
María Jesús;Moro Almaraz;Leg. XIV;03/12/2019;17/08/2023;N
María Jesús;Moro Almaraz;Leg. XV;17/08/2023;;S
Víctor;Moro Rodríguez;Leg. Const.;14/07/1977;23/03/1979;N
Raúl;Morodo Leoncio;Leg. Const.;14/07/1977;23/03/1979;N
Laura;Morso Pérez;Leg. III;15/07/1986;21/11/1989;N
Laura;Morso Pérez;Leg. IV;21/11/1989;29/06/1993;N
Juan;Moscoso del Prado Hernández;Leg. VIII;02/04/2004;01/04/2008;N
Juan;Moscoso del Prado Hernández;Leg. IX;01/04/2008;13/12/2011;N
Juan;Moscoso del Prado Hernández;Leg. X;13/12/2011;13/01/2016;N
Javier;Moscoso del Prado Muñoz;Leg. I;23/03/1979;18/11/1982;N
Javier;Moscoso del Prado Muñoz;Leg. II;18/11/1982;15/07/1986;N
Javier;Moscoso del Prado Muñoz;Leg. III;15/07/1986;21/11/1989;N
Diego;Movellán Lombilla;Leg. XII;19/07/2016;21/05/2019;N
Diego;Movellán Lombilla;Leg. XIII;21/05/2019;03/12/2019;N
Diego;Movellán Lombilla;Leg. XIV;03/12/2019;17/08/2023;N
José Joaquín;Moya Esquiva;Leg. II;18/11/1982;15/07/1986;N
Jaume;Moya Matas;Leg. XI;13/01/2016;19/07/2016;N
Jaume;Moya Matas;Leg. XII;19/07/2016;21/05/2019;N
Pedro;Moya Milanés;Leg. II;18/11/1982;15/07/1986;N
Pedro;Moya Milanés;Leg. III;15/07/1986;21/11/1989;N
Pedro;Moya Milanés;Leg. IV;21/11/1989;29/06/1993;N
Pedro;Moya Milanés;Leg. V;29/06/1993;27/03/1996;N
Pedro;Moya Milanés;Leg. VI;27/03/1996;05/04/2000;N
Arturo;Moya Moreno;Leg. Const.;14/07/1977;23/03/1979;N
Arturo;Moya Moreno;Leg. I;23/03/1979;18/11/1982;N
María Amparo;Moya Sanz;Leg. XIII;21/05/2019;03/12/2019;N
Enrique;Múgica Herzog;Leg. Const.;14/07/1977;23/03/1979;N
Enrique;Múgica Herzog;Leg. I;23/03/1979;18/11/1982;N
Enrique;Múgica Herzog;Leg. II;18/11/1982;15/07/1986;N
Enrique;Múgica Herzog;Leg. III;15/07/1986;21/11/1989;N
Enrique;Múgica Herzog;Leg. IV;21/11/1989;29/06/1993;N
Enrique;Múgica Herzog;Leg. V;29/06/1993;27/03/1996;N
Enrique;Múgica Herzog;Leg. VI;27/03/1996;05/04/2000;N
Enrique;Múgica Herzog;Leg. VII;05/04/2000;02/04/2004;N
Jesús;Muguruza Guarrochena;Leg. IV;21/11/1989;29/06/1993;N
Olga;Mulet Torres;Leg. VI;27/03/1996;05/04/2000;N
Pedro;Muñoz Abrines;Leg. XV;17/08/2023;;S
Pedro;Muñoz Arias;Leg. Const.;14/07/1977;23/03/1979;N
Lucía;Muñoz Dalda;Leg. XIII;21/05/2019;03/12/2019;N
Lucía;Muñoz Dalda;Leg. XIV;03/12/2019;17/08/2023;N
María Montserrat;Muñoz de Diego;Leg. VIII;02/04/2004;01/04/2008;N
Ester;Muñoz de la Iglesia;Leg. XV;17/08/2023;;S
Juan Antonio;Muñoz Gallego;Leg. VII;05/04/2000;02/04/2004;N
Faustino;Muñoz García;Leg. I;23/03/1979;18/11/1982;N
Juan;Muñoz García;Leg. II;18/11/1982;15/07/1986;N
Juan;Muñoz García;Leg. III;15/07/1986;21/11/1989;N
Juan;Muñoz García;Leg. IV;21/11/1989;29/06/1993;N
Juan;Muñoz García;Leg. V;29/06/1993;27/03/1996;N
José Vicente;Muñoz Gómez;Leg. IX;01/04/2008;13/12/2011;N
Pedro José;Muñoz González;Leg. VIII;02/04/2004;01/04/2008;N
Pedro José;Muñoz González;Leg. IX;01/04/2008;13/12/2011;N
Pedro José;Muñoz González;Leg. X;13/12/2011;13/01/2016;N
Pedro José;Muñoz González;Leg. XI;13/01/2016;19/07/2016;N
Pedro José;Muñoz González;Leg. XII;19/07/2016;21/05/2019;N
Emilio;Muñoz Ibáñez;Leg. Const.;14/07/1977;23/03/1979;N
Carlos Enrique;Muñoz Obón;Leg. X;13/12/2011;13/01/2016;N
Joaquín;Muñoz Peirats;Leg. Const.;14/07/1977;23/03/1979;N
Joaquín;Muñoz Peirats;Leg. I;23/03/1979;18/11/1982;N
Miriam;Muñoz Resta;Leg. VIII;02/04/2004;01/04/2008;N
Miriam;Muñoz Resta;Leg. IX;01/04/2008;13/12/2011;N
María Gràcia;Muñoz Salvà;Leg. VIII;02/04/2004;01/04/2008;N
María Gràcia;Muñoz Salvà;Leg. IX;01/04/2008;13/12/2011;N
Lourdes;Muñoz Santamaría;Leg. VI;27/03/1996;05/04/2000;N
Lourdes;Muñoz Santamaría;Leg. VII;05/04/2000;02/04/2004;N
Lourdes;Muñoz Santamaría;Leg. VIII;02/04/2004;01/04/2008;N
Lourdes;Muñoz Santamaría;Leg. IX;01/04/2008;13/12/2011;N
Lourdes;Muñoz Santamaría;Leg. X;13/12/2011;13/01/2016;N
Ángeles;Muñoz Uriol;Leg. VII;05/04/2000;02/04/2004;N
Ángeles;Muñoz Uriol;Leg. VIII;02/04/2004;01/04/2008;N
María;Muñoz Vidal;Leg. XIII;21/05/2019;03/12/2019;N
María;Muñoz Vidal;Leg. XIV;03/12/2019;17/08/2023;N
Alejandro;Muñoz-Alonso y Ledo;Leg. IV;21/11/1989;29/06/1993;N
Alejandro;Muñoz-Alonso y Ledo;Leg. V;29/06/1993;27/03/1996;N
Alejandro;Muñoz-Alonso y Ledo;Leg. VI;27/03/1996;05/04/2000;N
José María;Mur Bernad;Leg. IV;21/11/1989;29/06/1993;N
José María;Mur Bernad;Leg. V;29/06/1993;27/03/1996;N
Francisco Vicente;Murcia Barceló;Leg. V;29/06/1993;27/03/1996;N
Francisco Vicente;Murcia Barceló;Leg. VI;27/03/1996;05/04/2000;N
Francisco Vicente;Murcia Barceló;Leg. VII;05/04/2000;02/04/2004;N
Francisco Vicente;Murcia Barceló;Leg. VIII;02/04/2004;01/04/2008;N
Francisco Vicente;Murcia Barceló;Leg. IX;01/04/2008;13/12/2011;N
Carlos Daniel;Murria Climent;Leg. IX;01/04/2008;13/12/2011;N
Aurora;Nacarino-Brabo Jiménez;Leg. XIII;21/05/2019;03/12/2019;N
Aurora;Nacarino-Brabo Jiménez;Leg. XV;17/08/2023;;S
Álvaro María;Nadal Belda;Leg. IX;01/04/2008;13/12/2011;N
Álvaro María;Nadal Belda;Leg. X;13/12/2011;13/01/2016;N
Álvaro María;Nadal Belda;Leg. XI;13/01/2016;19/07/2016;N
Álvaro María;Nadal Belda;Leg. XII;19/07/2016;21/05/2019;N
Dolors;Nadal i Aymerich;Leg. VIII;02/04/2004;01/04/2008;N
Dolors;Nadal i Aymerich;Leg. IX;01/04/2008;13/12/2011;N
Joan Miquel;Nadal i Malé;Leg. III;15/07/1986;21/11/1989;N
Joan Miquel;Nadal i Malé;Leg. IV;21/11/1989;29/06/1993;N
Joan Miquel;Nadal i Malé;Leg. V;29/06/1993;27/03/1996;N
Joan Miquel;Nadal i Malé;Leg. VI;27/03/1996;05/04/2000;N
María Encarnación;Naharro de Mora;Leg. VIII;02/04/2004;01/04/2008;N
María Josefa;Naranjo Bravo;Leg. VIII;02/04/2004;01/04/2008;N
Jaime;Naranjo Gonzalo;Leg. V;29/06/1993;27/03/1996;N
Cristina;Narbona Ruiz;Leg. VI;27/03/1996;05/04/2000;N
Cristina;Narbona Ruiz;Leg. VIII;02/04/2004;01/04/2008;N
Cristina;Narbona Ruiz;Leg. IX;01/04/2008;13/12/2011;N
Cristina;Narbona Ruiz;Leg. X;13/12/2011;13/01/2016;N
Cristina;Narbona Ruiz;Leg. XV;17/08/2023;;S
María Dolores;Narváez Bandera;Leg. XIII;21/05/2019;03/12/2019;N
María Dolores;Narváez Bandera;Leg. XIV;03/12/2019;17/08/2023;N
José;Nasarre de Letosa Conde;Leg. I;23/03/1979;18/11/1982;N
Eugenio;Nasarre Goicoechea;Leg. VII;05/04/2000;02/04/2004;N
Eugenio;Nasarre Goicoechea;Leg. VIII;02/04/2004;01/04/2008;N
Eugenio;Nasarre Goicoechea;Leg. IX;01/04/2008;13/12/2011;N
Eugenio;Nasarre Goicoechea;Leg. X;13/12/2011;13/01/2016;N
Begoña;Nasarre Oliva;Leg. XIII;21/05/2019;03/12/2019;N
Begoña;Nasarre Oliva;Leg. XIV;03/12/2019;17/08/2023;N
Begoña;Nasarre Oliva;Leg. XV;17/08/2023;;S
Julio;Navalpotro Gómez;Leg. XIV;03/12/2019;17/08/2023;N
Carlos;Navarrete Merino;Leg. Const.;14/07/1977;23/03/1979;N
Carlos;Navarrete Merino;Leg. I;23/03/1979;18/11/1982;N
Carlos;Navarrete Merino;Leg. II;18/11/1982;15/07/1986;N
Carlos;Navarrete Merino;Leg. III;15/07/1986;21/11/1989;N
Carlos;Navarrete Merino;Leg. IV;21/11/1989;29/06/1993;N
Carlos;Navarrete Merino;Leg. V;29/06/1993;27/03/1996;N
Carlos;Navarrete Merino;Leg. VI;27/03/1996;05/04/2000;N
Carlos;Navarrete Merino;Leg. VII;05/04/2000;02/04/2004;N
Isaura;Navarro Casillas;Leg. VIII;02/04/2004;01/04/2008;N
María del Carmen;Navarro Cruz;Leg. IX;01/04/2008;13/12/2011;N
María del Carmen;Navarro Cruz;Leg. X;13/12/2011;13/01/2016;N
María del Carmen;Navarro Cruz;Leg. XII;19/07/2016;21/05/2019;N
Luis Gonzaga;Navarro Elola;Leg. VI;27/03/1996;05/04/2000;N
Joaquín;Navarro Estevan;Leg. I;23/03/1979;18/11/1982;N
Fernando;Navarro Fernández-Rodríguez;Leg. XI;13/01/2016;19/07/2016;N
Fernando;Navarro Fernández-Rodríguez;Leg. XII;19/07/2016;21/05/2019;N
Micaela;Navarro Garzón;Leg. VII;05/04/2000;02/04/2004;N
Micaela;Navarro Garzón;Leg. VIII;02/04/2004;01/04/2008;N
Micaela;Navarro Garzón;Leg. XI;13/01/2016;19/07/2016;N
Micaela;Navarro Garzón;Leg. XII;19/07/2016;21/05/2019;N
Carlos;Navarro Gómez;Leg. III;15/07/1986;21/11/1989;N
Carlos;Navarro Gómez;Leg. IV;21/11/1989;29/06/1993;N
Carmen;Navarro Lacoba;Leg. XI;13/01/2016;19/07/2016;N
Carmen;Navarro Lacoba;Leg. XII;19/07/2016;21/05/2019;N
Carmen;Navarro Lacoba;Leg. XIII;21/05/2019;03/12/2019;N
Carmen;Navarro Lacoba;Leg. XIV;03/12/2019;17/08/2023;N
Carmen;Navarro Lacoba;Leg. XV;17/08/2023;;S
Pedro;Navarro López;Leg. XIV;03/12/2019;17/08/2023;N
Pedro;Navarro López;Leg. XV;17/08/2023;;S
José;Navarro Tornay;Leg. IV;21/11/1989;29/06/1993;N
José;Navarro Tornay;Leg. V;29/06/1993;27/03/1996;N
José;Navarro Tornay;Leg. VI;27/03/1996;05/04/2000;N
Antonio;Navarro Velasco;Leg. II;18/11/1982;15/07/1986;N
José;Navas Amores;Leg. VI;27/03/1996;05/04/2000;N
Francisco;Neira León;Leg. II;18/11/1982;15/07/1986;N
Francisco;Neira León;Leg. III;15/07/1986;21/11/1989;N
Francisco;Neira León;Leg. IV;21/11/1989;29/06/1993;N
Francisco;Neira León;Leg. V;29/06/1993;27/03/1996;N
María del Carmen;Nestares García-Trevijano;Leg. VII;05/04/2000;02/04/2004;N
María Magdalena;Nevado del Campo;Leg. XIV;03/12/2019;17/08/2023;N
José Antonio;Nieto Ballesteros;Leg. XI;13/01/2016;19/07/2016;N
José Antonio;Nieto Ballesteros;Leg. XII;19/07/2016;21/05/2019;N
Jerónimo;Nieto González;Leg. II;18/11/1982;15/07/1986;N
Jerónimo;Nieto González;Leg. III;15/07/1986;21/11/1989;N
Jerónimo;Nieto González;Leg. IV;21/11/1989;29/06/1993;N
Jerónimo;Nieto González;Leg. V;29/06/1993;27/03/1996;N
Jerónimo;Nieto González;Leg. VI;27/03/1996;05/04/2000;N
Jerónimo;Nieto González;Leg. VII;05/04/2000;02/04/2004;N
Encarnación;Niño Rico;Leg. VIII;02/04/2004;01/04/2008;N
Juan Antonio;Noguera Torres;Leg. III;15/07/1986;21/11/1989;N
Míriam;Nogueras i Camero;Leg. XI;13/01/2016;19/07/2016;N
Míriam;Nogueras i Camero;Leg. XII;19/07/2016;21/05/2019;N
Míriam;Nogueras i Camero;Leg. XIII;21/05/2019;03/12/2019;N
Míriam;Nogueras i Camero;Leg. XIV;03/12/2019;17/08/2023;N
Míriam;Nogueras i Camero;Leg. XV;17/08/2023;;S
